@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute African_American numeric
@attribute American_Alaskan_Native numeric
@attribute asian numeric
@attribute hispanic numeric
@attribute pacific_highlander numeric
@attribute 18_younger numeric
@attribute senior_citizen numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14}

@data
2128,AK,0.76,17.12,6,5.04,0.36,23.02,11.94,cluster11
2129,TX,2.6,0.8,0.7,17.5,0,25.4,15.4,cluster13
2130,TX,2.4,1.5,0.4,35.2,0,29.9,10.8,cluster2
2131,OK,0.76,17.88,0.26,2.84,0.04,22.47,21.06,cluster11
2132,ND,0.1,0.6,0.1,0.8,0,21.8,20.3,cluster3
2133,SC,46.6,0.4,0.8,14.5,0.1,25.6,12.1,cluster5
2134,OK,0.11,1.19,0.16,17.97,0.24,24.98,18.43,cluster13
2135,VA,5.49,1.13,0.51,1.88,0.23,20.99,16.32,cluster7
2136,KY,5.2,0.2,0.1,1.5,0,22.7,12,cluster1
2137,NY,4.46,0.26,1.72,4.05,0.05,19.73,18.7,cluster7
2138,OH,0.9,0.2,0.3,1.4,0.1,23.6,16.2,cluster7
2139,VA,57.57,0.36,0.42,2.24,0,16.55,15.24,cluster0
2140,VA,2.94,0.51,0.54,1.49,0.01,18.78,21.14,cluster3
2141,MS,21.75,0.46,2.17,4.89,0.07,25.16,12.63,cluster12
2142,VA,48.4,0.49,2.4,4.74,0.13,22.52,12.61,cluster5
2143,TX,1.37,1.32,0.76,19.78,0.05,22.01,12.81,cluster13
2144,IN,0.37,0.12,0.41,2.85,0.01,26.56,15.49,cluster1
2145,CO,0.1,2.6,0.4,6.2,0.1,21.5,16,cluster7
2146,UT,0.34,1.21,0.52,3.45,0.09,22.39,21.1,cluster3
2147,MS,16.13,0.39,0.17,4.72,0.01,25,15.03,cluster12
2148,CT,10.39,0.46,4.99,17.37,0.11,24.09,13.99,cluster13
2149,GA,34.67,0.33,0.42,5.17,0.12,22.78,17.83,cluster5
2150,SD,0.04,0.08,0.33,1.1,0.08,20.99,29.56,cluster14
2151,KY,1.63,0.15,0.18,1.36,0.01,24.1,16.6,cluster1
2152,KY,1.86,0.11,0.11,0.88,0.02,22.06,17.46,cluster7
2153,MI,2.44,0.53,0.4,3.1,0.04,23.27,15.12,cluster1
2154,KS,1.61,0.93,0.77,10.85,0.05,25.01,17.34,cluster1
2155,IN,0.27,0.24,0.3,1.19,0.01,24.38,14.64,cluster1
2156,GA,12.5,0.2,0,0.6,0,27,15.7,cluster1
2157,SD,0,0.7,0.2,1.1,0,22.6,20.8,cluster3
2158,MO,2.71,0.24,1.51,1.36,0.02,18.08,13.22,cluster4
2159,WI,1.5,12.6,0.2,1.9,0,21.4,21.6,cluster3
2160,ND,0.2,0.8,0.2,0.8,0,19.4,25.4,cluster14
2161,TN,0.8,0.3,0.1,1.2,0,23.7,15,cluster1
2162,WA,2.33,0.93,4.6,5.91,0.54,20.08,19.38,cluster3
2163,OK,1.99,20.59,0.52,3.75,0.06,25.72,15.33,cluster11
2164,IN,1.2,0.3,0.3,0.8,0,22.8,13.5,cluster1
2165,KY,6.65,0.45,0.27,2.44,0.04,23.89,16.07,cluster1
2166,MN,0.25,1.27,2.56,0.72,0.03,25.39,14.89,cluster1
2167,IA,0.1,0.1,0.6,1.5,0,24.4,17.8,cluster7
2168,LA,1.81,0.57,0.16,2.7,0,24.01,14.23,cluster1
2169,KY,11.87,0.52,2.12,5.18,0.31,25.6,11.11,cluster10
2170,IN,1,0.2,0.1,4.9,0,26,16.2,cluster1
2171,UT,0.2,2.5,0.4,4,0,27.3,16.9,cluster1
2172,IN,7.05,0.36,1.77,2.4,0.03,21.05,13.46,cluster4
2173,IA,1.37,0.29,0.45,1.48,0.02,22.06,17.5,cluster7
2174,OH,5.7,0.3,0.3,0.9,0,23,12.9,cluster1
2175,ME,0.79,1.16,0.95,1.13,0.03,19.48,14.72,cluster7
2176,GA,25,0.5,0.5,3.7,0,26.4,11.2,cluster12
2177,GA,12.74,0.72,0.8,12.29,0.2,26.48,13.79,cluster10
2178,VA,12.9,0.2,2.8,3.4,0.1,23.2,19,cluster12
2179,KY,4.51,0.37,0.97,2.24,0.05,21.26,11.49,cluster4
2180,KY,4.6,0.36,0.39,5.8,0.09,24.6,16.76,cluster1
2181,NY,0.88,0.26,0.36,1.44,0.03,20.11,17.92,cluster7
2182,OK,8.63,16.54,0.39,3.52,0.02,24.17,16.33,cluster11
2183,KY,0.4,0.31,0.09,1.35,0,20.41,18.89,cluster7
2184,MI,14.32,0.91,0.59,4.92,0.04,24.39,13.88,cluster12
2185,CA,1.5,2.34,4.43,14.66,0.27,20.5,15.61,cluster4
2186,OR,0.67,4.39,1.02,10.89,0.16,21.98,17.57,cluster7
2187,NM,0.43,2.92,0.43,30.6,0.22,18.56,24.22,cluster13
2188,KS,0.31,0.8,0.26,2.33,0.04,24.32,17.71,cluster7
2189,GA,24.47,0.25,0.71,1.18,0.02,24.65,14.35,cluster12
2190,TN,0.33,0.48,0.18,0.89,0.01,22.51,19.31,cluster7
2191,UT,0.72,1.24,0.77,11.73,0.44,35.79,7.64,cluster10
2192,MT,0.2,10.1,0.4,1.7,0,22.5,21.7,cluster3
2193,VA,3.58,0.01,0.32,0.73,0.01,17.66,17.91,cluster7
2194,TX,1.1,0.8,0.3,17.4,0.1,26.2,15.2,cluster13
2195,NJ,7.9,0.2,5.2,9.1,0.1,23.9,13.4,cluster4
2196,OK,1.5,11.5,0.9,3.6,0,25.7,13,cluster1
2197,CO,0.27,3,0.9,39.84,0.05,22.16,14.9,cluster2
2198,AR,23,0.3,0.4,1.6,0,25.4,14.5,cluster12
2199,LA,30.6,0.3,1,1.3,0,26.7,10.9,cluster5
2200,IL,0.37,0.21,0.46,1.87,0.03,24.27,15.25,cluster1
2201,MI,19.4,0.6,1,2.6,0,25,13.4,cluster12
2202,KS,0.4,1.5,1.8,18.2,0,30.7,16.3,cluster10
2203,TX,1.32,1.03,0.51,17.89,0.04,25.87,12.75,cluster10
2204,GA,1.11,0.9,0.42,13.64,0.26,26.5,11.42,cluster10
2205,MN,2.1,0.5,0.8,4.1,0,24.9,14.3,cluster1
2206,IA,1.56,0.34,2.81,6.21,0.08,28.69,10.51,cluster10
2207,TX,5.1,1.6,0.3,50.7,0.1,28.5,16.7,cluster2
2208,AR,1.6,0.93,0.31,1.75,0.01,18.77,23.3,cluster3
2209,MT,0.13,0.21,0.13,0.34,0.04,21.57,19.31,cluster7
2210,PA,3.2,0.19,0.31,1.22,0.02,19.19,16.21,cluster7
2211,TX,3.5,0.9,0.4,48.1,0.4,25.1,8.5,cluster2
2212,TX,7.94,1.1,1.1,19.78,0.09,27.96,10.19,cluster10
2213,ND,0.53,0.84,0.29,2.53,0.05,22.63,18.61,cluster7
2214,AL,19.28,0.86,1.17,5.6,0.11,24.52,13.79,cluster12
2215,IL,0.62,0.19,0.43,2.08,0.04,22.08,17.35,cluster7
2216,MN,0.7,0.7,0.2,1.3,0,23.9,21.7,cluster3
2217,GA,3.54,1.34,1.48,32.29,0.18,27.96,11.95,cluster2
2218,MO,1.93,0.26,0.25,1.4,0.1,23.61,19.1,cluster7
2219,VA,1.99,0.14,0.27,2.69,0.03,21.48,18.18,cluster7
2220,KY,3.4,0.2,0.4,1,0,22,15.3,cluster7
2221,NM,0.23,2.59,0.4,80.56,0.02,19.7,20.81,cluster6
2222,WI,0.3,0.4,0.4,1.2,0,22.2,17.6,cluster7
2223,IL,5.06,0.3,0.76,5.13,0.03,20.98,16,cluster7
2224,TX,6.55,1.29,0.35,19.27,0.05,21.7,21.77,cluster13
2225,AK,1.04,53.92,4.76,2.82,1.26,24.58,4.68,cluster9
2226,VA,21.36,0.83,6.38,16.42,0.15,17.7,9.6,cluster12
2227,NY,11.3,0.3,7.2,12.9,0.1,23.1,15.2,cluster4
2228,MI,7.7,12.4,0.3,1.4,0,20,17.1,cluster7
2229,GA,40.9,0.2,0.3,3.4,0,22.2,19.9,cluster5
2230,WV,0.84,0.35,0.35,1.23,0.02,20.05,18.98,cluster7
2231,NE,0.1,0.3,0.3,1.8,0,23,22.8,cluster3
2232,IN,26.33,0.49,2.15,9.62,0.09,25.13,10.71,cluster12
2233,TX,0.42,1.94,0.21,19.36,0.03,20.18,25.93,cluster14
2234,MO,26.75,0.38,0.3,2.02,0.04,27.54,14.63,cluster12
2235,CA,8.36,2.04,6.89,49.9,0.45,28.72,9.15,cluster2
2236,ID,0.23,0.65,0.28,4.32,0.12,18.79,19.85,cluster3
2237,PA,1,0.2,0.5,1.2,0,22.6,15.9,cluster7
2238,IA,0.38,0.36,0.39,2.35,0.04,22.39,21.04,cluster3
2239,OH,0.56,0.41,0.43,6.37,0.01,24.58,15.7,cluster1
2240,OK,3.82,9.98,1.42,5.01,0.04,26.05,13.02,cluster1
2241,VA,8.96,0.27,0.35,1.51,0.06,17.18,27.07,cluster14
2242,CA,0.7,12.37,1.34,20.09,0.14,21.05,19.47,cluster13
2243,KY,0.84,0.11,0.21,0.65,0,22.41,13.82,cluster1
2244,VA,2.5,0.2,0.3,1.5,0,21.1,17.6,cluster7
2245,MN,0.2,2.4,0.4,4.8,0,24.6,21.1,cluster3
2246,MI,0.39,0.46,0.4,2.37,0.01,23.54,15.95,cluster1
2247,MS,11.79,0.29,0.38,2.79,0.03,23.86,16.38,cluster1
2248,CO,0.35,3.06,0.54,43.3,0.05,24.83,16.47,cluster2
2249,IL,0.4,0.61,0.65,1.59,0.09,20.62,21.7,cluster3
2250,GA,32.5,0.3,1,2.9,0,26.7,12.6,cluster5
2251,KY,8.23,0.16,0.63,2.61,0.03,24.17,14.05,cluster1
2252,GA,14.29,0.77,1.34,9.61,0.29,23.9,14.91,cluster12
2253,KY,4.3,0.3,0.9,1.5,0,21.3,10.8,cluster4
2254,TX,13.1,0.7,0.6,23.6,0,20.2,13.7,cluster13
2255,KS,0.53,0.79,0.49,15.72,0.18,25.07,18.49,cluster13
2256,NE,0.1,0.82,0.82,1.68,0.1,19.77,27.6,cluster14
2257,FL,14.69,1.33,0.6,3.16,0.09,20.6,16.4,cluster12
2258,MI,12.58,0.42,8.29,4.24,0.05,20.13,10.51,cluster4
2259,AL,24,0.45,1.8,1.7,0.08,23.59,15.97,cluster12
2260,SD,0.5,0.5,3.1,2.3,0,25,13.6,cluster1
2261,GA,60.25,0.19,0.4,1.03,0,22.62,18.74,cluster0
2262,MS,41.7,0.2,0.6,1.8,0,25.9,14.1,cluster5
2263,WA,0.93,2.42,1.65,2.92,0.22,13.94,29.06,cluster14
2264,IA,0.56,0.19,0.5,1.78,0.01,24.22,18.72,cluster7
2265,TX,4.9,0.8,0.8,42.4,0,24.3,14.3,cluster2
2266,MI,3.07,2.21,0.31,2.75,0.05,18.21,21.77,cluster3
2267,MT,0,0.3,1.3,0.3,0,19.2,23.6,cluster3
2268,MT,0.3,21.4,0.4,2.6,0,26.2,12.1,cluster11
2269,IA,0.32,0.29,0.44,1.39,0.04,22.37,22.04,cluster3
2270,TN,4,0.3,0.2,1.6,0.1,21.7,17.9,cluster7
2271,SC,38.82,0.87,0.42,2.9,0.04,23.88,16.44,cluster5
2272,MO,2.9,0.7,1.3,2.7,0.1,21.3,14.1,cluster7
2273,GA,21.6,0.4,0.2,2.5,0,23.4,11.2,cluster12
2274,MI,7.36,13.32,0.19,1.06,0,19.64,17.25,cluster7
2275,AL,24.09,0.48,1.91,1.58,0.08,23.65,16.67,cluster12
2276,NC,4.04,0.4,0.32,2.69,0.03,21.11,17.67,cluster7
2277,TX,0.78,1.04,0.57,62.3,0.1,28.47,13.26,cluster6
2278,IL,4.9,0.28,1.97,2.69,0.02,16.27,14.6,cluster4
2279,UT,0.6,0.4,1.5,12.6,0,27,7.3,cluster10
2280,GA,31.87,0.42,0.66,3.49,0.03,19.37,12,cluster5
2281,TX,0.48,0.69,0.3,33.91,0.04,17.82,26.83,cluster13
2282,OK,6.83,2.29,0.48,25.72,0,25.26,18.24,cluster13
2283,MO,3.6,0.4,0.6,1.3,0,22.3,14.4,cluster1
2284,GA,60.93,0.09,0.38,1.71,0.07,22.25,19.72,cluster0
2285,TN,0.45,0.28,0.12,0.34,0,21.21,17.6,cluster7
2286,MI,0.27,0.46,0.15,1.09,0.01,15.87,28.2,cluster14
2287,NM,0.85,1.7,0,44.32,0,15.48,28.13,cluster13
2288,WA,0.64,1.85,1.58,8.13,0.29,23.9,15.97,cluster1
2289,TX,9.99,0.76,0.77,27.39,0.03,20.86,14.96,cluster13
2290,CO,0.8,0.5,0.7,4.8,0.1,19.2,6.6,cluster4
2291,MN,1.42,2.3,0.99,1.3,0.03,19.4,16,cluster7
2292,KY,0.87,0.59,0.3,1.84,0,22.39,18.74,cluster7
2293,TX,2.74,0.75,4.53,47.06,0.05,26.13,15.38,cluster2
2294,NE,3.1,50.6,0.3,7.5,0.1,35.4,11.9,cluster9
2295,CO,0.86,1.67,1.36,28.45,0.13,27.23,10.47,cluster2
2296,AZ,1.12,43.44,0.65,11.14,0.1,29.23,13.81,cluster11
2297,GA,16.82,1.27,0.62,24.54,0.99,29.37,11.34,cluster10
2298,UT,0.27,0.98,0.26,4.05,0.16,36.16,10.85,cluster10
2299,MI,6.5,4.08,0.38,1.16,0.01,16.25,22.21,cluster14
2300,MI,0.5,4.2,0.3,4.5,0,19.4,21.3,cluster3
2301,OH,4,0.2,0.4,0.7,0,23.3,15.8,cluster7
2302,WI,0.4,0.5,0.3,2,0,22.5,17.1,cluster7
2303,MA,1.3,0.3,1.4,2.8,0,19.3,14.6,cluster4
2304,GA,8.24,0.22,0.1,1.31,0,25.37,16.49,cluster1
2305,ID,0.36,0.88,0.4,2.52,0.06,18.23,24.53,cluster14
2306,MO,9.26,0.45,3.92,3.08,0.08,20.63,9.74,cluster4
2307,SD,0,0.9,0.2,0.8,0,20.4,26,cluster3
2308,CA,4,1.9,1.6,11,0.1,16.8,19.5,cluster3
2309,FL,11.06,0.35,2.28,9,0.08,19.4,25.25,cluster14
2310,VA,37.86,0.75,0.88,3.19,0.21,21.64,17.78,cluster5
2311,AR,6.35,2.18,4.3,12.6,0.17,25.01,13.68,cluster10
2312,MS,48.1,0.2,0.2,2.1,0,24.3,13.3,cluster5
2313,CA,1,2.4,1.3,21.2,0.1,25,15.2,cluster13
2314,SC,61.9,0.5,0.7,1.6,0.1,23.9,15,cluster0
2315,TX,4.73,1.25,0.53,24.75,0.01,25.09,15.47,cluster13
2316,NV,0.6,2.1,0.9,14.4,0.1,26.5,12.1,cluster10
2317,GA,48.38,0.32,0.28,1.62,0.04,19.72,24.07,cluster5
2318,WY,0.3,1.6,0.2,3.1,0,21.9,16.2,cluster7
2319,ID,0.19,2.43,0.48,32.04,0.15,31.24,11.43,cluster2
2320,MT,0.23,4.49,0.31,2.27,0.03,19.48,23.85,cluster3
2321,MT,0.38,22.12,0.51,2.44,0.07,26.6,13.25,cluster11
2322,AL,13.01,0.86,1.19,5.65,0.16,23.62,12.46,cluster12
2323,ND,0.7,0.77,0.41,2.01,0.04,23.17,22.19,cluster3
2324,LA,36.16,0.17,0.28,2.3,0,23.74,17.17,cluster5
2325,KY,0.45,0.37,0.23,1.35,0.06,20.53,18.35,cluster7
2326,MD,6.1,0.38,1.14,3.61,0.07,24.04,12.87,cluster1
2327,IL,0.33,0.27,0.09,1.21,0,20.24,21.6,cluster3
2328,MD,14.03,0.44,2.64,4,0.09,25.41,11.01,cluster12
2329,KY,5.5,0.2,0.8,1.4,0,25.8,11.3,cluster1
2330,WI,0.57,85.75,0.11,5.03,0,32.35,12.35,cluster9
2331,WI,3,0.5,0.4,3.7,0,21.6,14.1,cluster7
2332,CO,5.84,1.3,2.9,15.38,0.4,25.34,10.69,cluster10
2333,MA,20.64,0.75,8.55,20.3,0.16,17.59,10.59,cluster12
2334,HI,4.2,0.6,43.9,8.1,8.5,22.2,14.9,cluster8
2335,MT,0.5,1.2,0.5,2.7,0.1,23.6,14.2,cluster1
2336,WY,1.5,1.3,2.3,8,0.1,16.4,8.5,cluster4
2337,WI,1.72,0.69,2.42,3.58,0.04,21.3,13.95,cluster4
2338,TX,0.63,2.01,0.3,31.56,0.15,27.62,14.19,cluster2
2339,OR,0.42,1.42,0.98,4.23,0.22,22.86,15.51,cluster1
2340,GA,19,0.3,0.8,2.5,0,24.5,12.4,cluster12
2341,NC,52.1,5.41,0.31,3.42,0.02,19.51,20.32,cluster0
2342,UT,0.58,0.91,2.1,10.07,0.48,30.89,8.16,cluster10
2343,IN,0.29,0.24,0.54,1.64,0.02,25.37,16,cluster1
2344,WA,2.5,1,7,4.4,0.4,15.3,9.4,cluster4
2345,FL,13.52,1.14,0.66,5.28,0.14,20.93,16.47,cluster12
2346,SD,0.1,13.9,0.1,1.3,0,24.5,20.6,cluster11
2347,SC,30.56,0.78,0.42,7.44,0.32,22.64,16.48,cluster5
2348,WA,1.9,1,1.5,19,0.3,23,15.1,cluster13
2349,NM,1.65,2.66,0.54,40.33,0.02,18.75,19.36,cluster13
2350,WA,0.5,1.69,0.9,5.57,0.1,21.53,15.29,cluster7
2351,MN,0.4,0.24,0.47,2.66,0,22.89,17.55,cluster7
2352,KY,2.8,0.5,0.5,0.9,0,23.4,13.9,cluster1
2353,MS,31,0.2,0.3,0.8,0,25.8,14.5,cluster5
2354,IN,0.5,0.4,0.2,1.2,0.2,21.8,14.2,cluster7
2355,KS,7.3,0.7,3.2,5.2,0.2,18.9,7.7,cluster4
2356,KS,0.3,0.6,0.2,2.1,0,19.5,24.3,cluster3
2357,WV,1.3,0.2,0.5,0.8,0,20.7,17,cluster7
2358,PA,2.3,0.1,1.1,3.5,0,20.8,17.7,cluster7
2359,CA,9.3,1,13.4,48,0.3,25.4,10.6,cluster2
2360,WI,0.5,0.4,2.3,1.1,0,20.3,12.1,cluster4
2361,GA,0.52,0.41,0.68,3.86,0.06,22.04,16.07,cluster7
2362,MI,0.22,0.13,0.04,0.72,0,17.43,28.67,cluster14
2363,GA,38.93,0.4,1.65,8.59,0.15,27.8,9,cluster5
2364,PA,12.25,0.44,2.3,13.49,0.1,23.15,13.13,cluster12
2365,TX,7.3,1.56,0.62,6.25,0,22.05,21.09,cluster3
2366,CO,0.31,0.82,0.4,21.98,0.19,26.4,16.02,cluster13
2367,CA,2.97,2.59,2.36,80.58,0.18,28.8,10.59,cluster6
2368,TX,14.44,1.5,0.55,21.23,0.04,25.9,15.56,cluster13
2369,WV,6.1,0.22,0.53,0.86,0,20.86,18.04,cluster7
2370,KS,0.45,1.27,0.44,2.55,0.08,23.71,19.77,cluster7
2371,TX,0.6,0.4,0.3,88.9,0.1,34.1,12.4,cluster6
2372,WV,1,0.5,0.4,0.4,0,20.6,14.9,cluster7
2373,AZ,1,1.7,0.9,13.2,0.1,19.5,23.8,cluster14
2374,VA,22.91,0.6,0.42,2.41,0.05,21.59,16.56,cluster12
2375,LA,44.4,0.3,2.4,3.1,0,24,10.9,cluster5
2376,IN,1.1,0.2,1.1,3.1,0,24.5,13.4,cluster1
2377,MI,0.4,0.7,0.5,1.5,0,19.2,23.5,cluster3
2378,NC,26.7,0.8,0.38,4.21,0.01,23,15.56,cluster12
2379,PA,8.58,0.21,6.61,4.45,0.05,22.59,15.29,cluster4
2380,TN,10.59,0.22,0.28,3.25,0.07,22.45,17.28,cluster7
2381,UT,0.2,1.2,0.3,3.8,0.1,36.2,10.4,cluster10
2382,VA,1.24,0.19,0.42,1.32,0.03,19.26,18.75,cluster7
2383,TX,2.26,1.19,0.4,16.74,0.01,21.78,22.51,cluster13
2384,WV,0.1,0.1,0.1,0.5,0,20.5,18.3,cluster7
2385,NY,3.4,0.2,0.4,2.4,0,20.6,15.4,cluster7
2386,LA,42.08,0.35,0.25,1.47,0,23.03,18.59,cluster5
2387,ND,0.2,0.9,0.1,0.3,0,21.4,20.1,cluster3
2388,TX,24.6,0.8,0.7,6.1,0,24.4,13.7,cluster12
2389,TX,1.4,1.9,0.85,42.79,0.09,19.32,17,cluster2
2390,CO,0.99,1.19,2.75,14.64,0.12,21.41,13.63,cluster4
2391,MT,0.28,2.1,0.23,1.7,0,20.53,24.56,cluster3
2392,MN,0.2,0.8,0.5,4.9,0,24.5,16.9,cluster1
2393,ND,0.81,1.52,0.61,1.74,0.08,20.26,17.23,cluster7
2394,VT,0.65,0.48,0.39,1.17,0.03,20.73,18.35,cluster7
2395,IN,0.5,0.1,1.8,1.1,0,25.9,14.1,cluster1
2396,NE,0.26,10.93,0.35,3.06,0.19,21.79,22.81,cluster3
2397,GA,18.72,0.94,2.35,13.45,0.72,26.07,3.61,cluster10
2398,AR,1.41,1.19,0.84,12.56,0.13,24.89,15.1,cluster1
2399,MS,71.95,0.39,0.6,2.31,0.01,27.71,12.4,cluster0
2400,KY,0.74,0.3,0.37,0.98,0.04,23.56,14.76,cluster1
2401,OH,4.24,0.19,1.53,1.39,0.03,19.83,13.73,cluster4
2402,MO,0.42,1.22,0.36,1.43,0.07,22.28,19.69,cluster7
2403,ND,0,0.2,0.1,2,0,21.7,22.6,cluster3
2404,GA,60.04,0.4,1.39,3.86,0.14,21.07,13.57,cluster0
2405,MO,0.2,0.2,0.1,0.9,0,23.7,17.5,cluster7
2406,TX,2.1,1.1,0.5,64.9,0.2,32.4,12.1,cluster6
2407,LA,62.3,0.3,2.9,4.7,0.1,21.5,11.7,cluster0
2408,MD,63.2,0.44,2.48,4.31,0.07,21.52,11.88,cluster0
2409,CA,0.85,3.07,2.63,8.63,0.18,21.81,18.14,cluster7
2410,IL,12.29,0.37,9.43,5.46,0.1,19.04,10.17,cluster4
2411,IN,0.34,0.44,0.25,3.5,0,23.59,16.12,cluster1
2412,ND,0.42,29.1,0.4,4.19,0.02,23.56,12.81,cluster11
2413,MN,2.03,0.51,1.13,1.78,0.02,24.67,11.85,cluster1
2414,MN,0.14,0.24,0.27,1.68,0.05,22.11,24.6,cluster3
2415,NJ,39.43,0.66,4.87,20.88,0.13,24.45,11.97,cluster5
2416,GA,26.44,0.07,0.31,5.7,0.01,22.31,13.27,cluster12
2417,KS,2.17,1.66,1.61,51.91,0.26,31.27,9.76,cluster2
2418,KS,4.1,0.5,0.8,3.3,0,20.1,18.1,cluster7
2419,MS,6.77,0.25,0.26,1.35,0.01,22.81,16.16,cluster7
2420,KY,2.1,0.2,0.1,2.1,0,24.5,9.3,cluster1
2421,MA,7.79,0.76,2.14,21.41,0.16,23.38,14.33,cluster13
2422,SC,18.96,0.87,1.6,4.68,0.08,25.26,11.66,cluster12
2423,IL,12.03,0.5,2.43,11.24,0.04,24.43,14.71,cluster12
2424,ND,0.17,0.57,0.12,0.59,0.02,18.76,27.83,cluster14
2425,NV,1.85,5.1,3.13,12.7,0.26,24.87,15.66,cluster1
2426,PA,5.13,0.74,3.19,19.48,0.12,23.29,14.81,cluster13
2427,LA,29.66,0.24,0.21,1.39,0.02,22.78,17.54,cluster5
2428,LA,30.63,0.43,0.8,2.22,0.01,25.58,12.52,cluster5
2429,IN,0.91,0.18,0.33,0.98,0.02,22.97,15.37,cluster7
2430,NE,0.36,0.18,0.32,1.3,0,20.65,26.69,cluster14
2431,WY,0.42,1.49,0.37,3.24,0.03,22.21,15.73,cluster7
2432,CT,10.8,0.3,4.5,15.9,0.1,24.8,13.2,cluster10
2433,NY,2.15,0.6,0.58,6.3,0.04,21.5,16.79,cluster7
2434,IL,1.54,0.26,0.42,4.88,0.03,23.37,17.64,cluster7
2435,CO,2.5,2,0.8,39.5,0.1,24.7,14.9,cluster2
2436,MI,0.7,0.8,0.3,1.3,0,20.8,19.6,cluster3
2437,MS,37.3,0.2,0.1,0.8,0,24.7,15.5,cluster5
2438,OH,1.3,0.3,0.2,3.8,0,24.1,14.6,cluster1
2439,OH,1.12,0.24,0.29,0.81,0.02,23.71,16.48,cluster7
2440,SD,0.23,0.56,0.33,1.65,0,22.82,20.75,cluster3
2441,AR,4.5,2.2,0.2,31.8,0.1,30.3,12,cluster2
2442,HI,0.56,0.56,22.59,11.74,12.51,22.24,15.92,cluster8
2443,PA,6.83,0.52,1.26,5.28,0.06,18.23,14.98,cluster4
2444,FL,10.24,0.38,3.15,8.29,0.11,17.34,22.13,cluster14
2445,GA,43.3,0.2,0.6,1.7,0.1,25.3,14.3,cluster5
2446,LA,25.4,0.3,1.3,2.9,0,25,10.6,cluster12
2447,IA,0.4,0.39,0.45,2.59,0.07,24.61,14.52,cluster1
2448,MO,0.37,0.46,0.26,1.72,0.11,24.27,21.2,cluster3
2449,NC,49.29,0.69,0.48,6.96,0.03,25.11,14.57,cluster0
2450,OK,1.56,12.7,0.37,5.26,0.07,24.24,17.48,cluster11
2451,GA,28.64,0.43,2.63,6.19,0.19,26.35,10.46,cluster12
2452,AR,24.59,0.29,0.49,2.87,0.01,23.14,16.65,cluster12
2453,WY,0.72,1.04,0.35,9.96,0.1,20.27,18.54,cluster7
2454,KS,0.3,1.3,0.6,6.4,0,24.4,20.6,cluster3
2455,MS,37.64,0.29,0.2,1.35,0.01,23.73,16.99,cluster5
2456,MD,9.8,0.2,1.5,2.9,0.1,22.9,14.3,cluster1
2457,LA,67.6,0.2,0.4,1.7,0,26.4,13.1,cluster0
2458,TN,7.6,0.2,2.3,1.9,0,20.3,15,cluster4
2459,WI,0.54,0.33,0.62,2.2,0.03,22.66,18.94,cluster7
2460,IA,2.24,0.36,2.47,4.13,0.11,22.6,16.24,cluster7
2461,IL,0.4,0.18,0.22,1.17,0.02,21.71,19.49,cluster7
2462,KY,6.28,0.11,0.25,3.59,0.03,22.83,16.29,cluster7
2463,KS,4.48,0.47,4.33,7.32,0.08,26,11.22,cluster10
2464,MS,58.16,0.17,0.23,1.14,0.01,25.4,14.4,cluster0
2465,FL,19.74,0.34,5.58,8.86,0.08,17.41,11.12,cluster12
2466,IL,17.62,0.4,3.3,4.01,0.05,24.09,14.02,cluster12
2467,IN,0.4,0.2,0.2,1,0,22.8,14.7,cluster1
2468,PA,2.69,0.2,0.55,2.93,0.03,19.85,18.18,cluster7
2469,TN,0.39,0.51,0.31,3.39,0.04,22.79,17.52,cluster7
2470,KY,9.05,0.29,2.85,4.69,0.15,22.58,11.21,cluster4
2471,MT,0.27,48.9,0.14,2.21,0.02,30.75,13.39,cluster9
2472,MS,14.2,0.2,0.2,0.9,0,23.3,15.6,cluster12
2473,AR,0.6,0.53,0.32,2.34,0.02,25.27,14.47,cluster1
2474,MI,0.43,0.61,0.52,1.15,0.03,20.66,19.21,cluster7
2475,NE,0.54,0.36,0,0.72,0,29.17,18.3,cluster1
2476,GA,26.14,0.43,0.57,6.61,0.27,21.51,18.81,cluster12
2477,NE,0.2,0.2,0.2,3.7,0.1,25.3,18,cluster1
2478,OK,1.1,5.7,0.3,6.5,0,25.8,14.1,cluster1
2479,MO,2.7,0.38,0.34,1.27,0.02,21.69,18.38,cluster7
2480,MS,38.8,0.1,0.2,1.1,0,26.5,13.4,cluster5
2481,UT,0.66,1.19,0.74,11.81,0.43,35.35,7.91,cluster10
2482,AL,21.8,0.4,0.5,2,0,24.3,12.1,cluster12
2483,AL,58.01,0.23,0.29,1.13,0.01,24.06,15.89,cluster0
2484,IN,0.83,0.38,0.97,7.46,0.04,25.24,13.81,cluster1
2485,WV,5,0.3,0.5,0.8,0,21.5,15.7,cluster7
